# solver	iter	.0.400000-congestion	stddev
semimcfraeke	92	0.000000	0.000000
semimcfraeke	93	0.000000	0.000000
semimcfraeke	94	0.000000	0.000000
semimcfraeke	95	0.000000	0.000000
semimcfraeke	96	0.000000	0.000000
semimcfraeke	97	0.000000	0.000000
semimcfraeke	98	0.000000	0.000000
semimcfraeke	99	0.000000	0.000000
semimcfraeke	100	0.000000	0.000000
semimcfraeke	101	0.000000	0.000000
semimcfraeke	102	0.000000	0.000000
semimcfraeke	103	0.000000	0.000000
semimcfraeke	104	0.000000	0.000000
semimcfraeke	105	0.000000	0.000000
semimcfraeke	106	0.000000	0.000000
semimcfraeke	107	0.000000	0.000000
semimcfraeke	108	0.000000	0.000000
semimcfraeke	109	0.000000	0.000000
semimcfraeke	110	0.000000	0.000000
semimcfraeke	111	0.000000	0.000000
semimcfraeke	112	0.000000	0.000000
semimcfraeke	113	0.000000	0.000000
semimcfraeke	114	0.000000	0.000000
semimcfraeke	115	0.000000	0.000000
semimcfraeke	116	0.000000	0.000000
semimcfraeke	117	0.000000	0.000000
semimcfraeke	118	0.000000	0.000000
semimcfraeke	119	0.000000	0.000000
semimcfraeke	120	0.000000	0.000000
semimcfraeke	121	0.000000	0.000000
semimcfraeke	122	0.000000	0.000000
semimcfraeke	123	0.000000	0.000000
semimcfraeke	124	0.000000	0.000000
semimcfraeke	125	0.000000	0.000000
semimcfraeke	126	0.000000	0.000000
semimcfraeke	127	0.000000	0.000000
semimcfraeke	128	0.000000	0.000000
semimcfraeke	129	0.000000	0.000000
semimcfraeke	130	0.000000	0.000000
semimcfraeke	131	0.000000	0.000000
semimcfraeke	132	0.000000	0.000000
semimcfraeke	133	0.000000	0.000000
semimcfraeke	134	0.000000	0.000000
semimcfraeke	135	0.000000	0.000000
semimcfraeke	136	0.000000	0.000000
semimcfraeke	137	0.000000	0.000000
semimcfraeke	138	0.000000	0.000000
semimcfraeke	139	0.000000	0.000000
semimcfraeke	140	0.000000	0.000000
semimcfraeke	141	0.000000	0.000000
semimcfraeke	142	0.000000	0.000000
semimcfraeke	143	0.000000	0.000000
semimcfraeke	144	0.000000	0.000000
semimcfraeke	145	0.000000	0.000000
semimcfraeke	146	0.000000	0.000000
semimcfraeke	147	0.000000	0.000000
semimcfraeke	148	0.000000	0.000000
semimcfraeke	149	0.000000	0.000000
semimcfraeke	150	0.000000	0.000000
semimcfraeke	151	0.000000	0.000000
semimcfraeke	152	0.000000	0.000000
semimcfraeke	153	0.000000	0.000000
semimcfraeke	154	0.000000	0.000000
semimcfraeke	155	0.000000	0.000000
semimcfraeke	156	0.000000	0.000000
semimcfraeke	157	0.000000	0.000000
semimcfraeke	158	0.000000	0.000000
semimcfraeke	159	0.000000	0.000000
semimcfraeke	160	0.000000	0.000000
semimcfraeke	161	0.000000	0.000000
semimcfraeke	162	0.000000	0.000000
semimcfraeke	163	0.000000	0.000000
semimcfraeke	164	0.000000	0.000000
semimcfraeke	165	0.000000	0.000000
semimcfraeke	166	0.000000	0.000000
semimcfraeke	167	0.000000	0.000000
semimcfraeke	168	0.000000	0.000000
semimcfraeke	169	0.000000	0.000000
semimcfraeke	170	0.000000	0.000000
semimcfraeke	171	0.000000	0.000000
semimcfraeke	172	0.000000	0.000000
semimcfraeke	173	0.000000	0.000000
semimcfraeke	174	0.000000	0.000000
semimcfraeke	175	0.000000	0.000000
semimcfraeke	176	0.000000	0.000000
semimcfraeke	177	0.000000	0.000000
semimcfraeke	178	0.000000	0.000000
semimcfraeke	179	0.000000	0.000000
semimcfraeke	180	0.000000	0.000000
semimcfraeke	181	0.000000	0.000000
semimcfraeke	182	0.000000	0.000000
semimcfraeke	183	0.000000	0.000000
semimcfraeke	184	0.000000	0.000000
semimcfraeke	185	0.000000	0.000000
semimcfraeke	186	0.000000	0.000000
semimcfraeke	187	0.000000	0.000000
semimcfraeke	188	0.000000	0.000000
semimcfraeke	189	0.000000	0.000000
semimcfraeke	190	0.000000	0.000000
semimcfraeke	191	0.000000	0.000000
semimcfraeke	192	0.000000	0.000000
semimcfraeke	193	0.000000	0.000000
semimcfraeke	194	0.000000	0.000000
semimcfraeke	195	0.000000	0.000000
semimcfraeke	196	0.000000	0.000000
semimcfraeke	197	0.000000	0.000000
semimcfraeke	198	0.000000	0.000000
semimcfraeke	199	0.000000	0.000000

