# solver	iter	num_paths	stddev
semimcfraeke	0	24.000000	0.000000
semimcfraeke	1	24.000000	0.000000
semimcfraeke	2	24.000000	0.000000
semimcfraeke	3	24.000000	0.000000
semimcfraeke	4	24.000000	0.000000
semimcfraeke	5	24.000000	0.000000
semimcfraeke	6	24.000000	0.000000
semimcfraeke	7	24.000000	0.000000
semimcfraeke	8	24.000000	0.000000
semimcfraeke	9	24.000000	0.000000
semimcfraeke	10	24.000000	0.000000
semimcfraeke	11	24.000000	0.000000
semimcfraeke	12	24.000000	0.000000
semimcfraeke	13	24.000000	0.000000
semimcfraeke	14	24.000000	0.000000
semimcfraeke	15	24.000000	0.000000
semimcfraeke	16	24.000000	0.000000
semimcfraeke	17	24.000000	0.000000
semimcfraeke	18	24.000000	0.000000
semimcfraeke	19	24.000000	0.000000
semimcfraeke	20	24.000000	0.000000
semimcfraeke	21	24.000000	0.000000
semimcfraeke	22	24.000000	0.000000
semimcfraeke	23	24.000000	0.000000
semimcfraeke	24	24.000000	0.000000
semimcfraeke	25	24.000000	0.000000
semimcfraeke	26	24.000000	0.000000
semimcfraeke	27	24.000000	0.000000
semimcfraeke	28	24.000000	0.000000
semimcfraeke	29	24.000000	0.000000
semimcfraeke	30	24.000000	0.000000
semimcfraeke	31	24.000000	0.000000
semimcfraeke	32	24.000000	0.000000
semimcfraeke	33	24.000000	0.000000
semimcfraeke	34	24.000000	0.000000
semimcfraeke	35	24.000000	0.000000
semimcfraeke	36	24.000000	0.000000
semimcfraeke	37	24.000000	0.000000
semimcfraeke	38	24.000000	0.000000
semimcfraeke	39	24.000000	0.000000
semimcfraeke	40	24.000000	0.000000
semimcfraeke	41	24.000000	0.000000
semimcfraeke	42	24.000000	0.000000
semimcfraeke	43	24.000000	0.000000
semimcfraeke	44	24.000000	0.000000
semimcfraeke	45	24.000000	0.000000
semimcfraeke	46	24.000000	0.000000
semimcfraeke	47	24.000000	0.000000
semimcfraeke	48	24.000000	0.000000
semimcfraeke	49	24.000000	0.000000
semimcfraeke	50	24.000000	0.000000
semimcfraeke	51	24.000000	0.000000
semimcfraeke	52	24.000000	0.000000
semimcfraeke	53	24.000000	0.000000
semimcfraeke	54	24.000000	0.000000
semimcfraeke	55	24.000000	0.000000
semimcfraeke	56	24.000000	0.000000
semimcfraeke	57	24.000000	0.000000
semimcfraeke	58	24.000000	0.000000
semimcfraeke	59	24.000000	0.000000
semimcfraeke	60	24.000000	0.000000
semimcfraeke	61	24.000000	0.000000
semimcfraeke	62	24.000000	0.000000
semimcfraeke	63	24.000000	0.000000
semimcfraeke	64	24.000000	0.000000
semimcfraeke	65	24.000000	0.000000
semimcfraeke	66	24.000000	0.000000
semimcfraeke	67	24.000000	0.000000
semimcfraeke	68	24.000000	0.000000
semimcfraeke	69	24.000000	0.000000
semimcfraeke	70	24.000000	0.000000
semimcfraeke	71	24.000000	0.000000
semimcfraeke	72	24.000000	0.000000
semimcfraeke	73	24.000000	0.000000
semimcfraeke	74	24.000000	0.000000
semimcfraeke	75	24.000000	0.000000
semimcfraeke	76	24.000000	0.000000
semimcfraeke	77	24.000000	0.000000
semimcfraeke	78	24.000000	0.000000
semimcfraeke	79	24.000000	0.000000
semimcfraeke	80	24.000000	0.000000
semimcfraeke	81	24.000000	0.000000
semimcfraeke	82	24.000000	0.000000
semimcfraeke	83	24.000000	0.000000
semimcfraeke	84	24.000000	0.000000
semimcfraeke	85	24.000000	0.000000
semimcfraeke	86	24.000000	0.000000
semimcfraeke	87	24.000000	0.000000
semimcfraeke	88	24.000000	0.000000
semimcfraeke	89	24.000000	0.000000
semimcfraeke	90	24.000000	0.000000
semimcfraeke	91	24.000000	0.000000
semimcfraeke	92	24.000000	0.000000
semimcfraeke	93	24.000000	0.000000
semimcfraeke	94	24.000000	0.000000
semimcfraeke	95	24.000000	0.000000
semimcfraeke	96	24.000000	0.000000
semimcfraeke	97	24.000000	0.000000
semimcfraeke	98	24.000000	0.000000
semimcfraeke	99	24.000000	0.000000
semimcfraeke	100	24.000000	0.000000
semimcfraeke	101	24.000000	0.000000
semimcfraeke	102	24.000000	0.000000
semimcfraeke	103	24.000000	0.000000
semimcfraeke	104	24.000000	0.000000
semimcfraeke	105	24.000000	0.000000
semimcfraeke	106	24.000000	0.000000
semimcfraeke	107	24.000000	0.000000
semimcfraeke	108	24.000000	0.000000
semimcfraeke	109	24.000000	0.000000
semimcfraeke	110	24.000000	0.000000
semimcfraeke	111	24.000000	0.000000
semimcfraeke	112	24.000000	0.000000
semimcfraeke	113	24.000000	0.000000
semimcfraeke	114	24.000000	0.000000
semimcfraeke	115	24.000000	0.000000
semimcfraeke	116	24.000000	0.000000
semimcfraeke	117	24.000000	0.000000
semimcfraeke	118	24.000000	0.000000
semimcfraeke	119	24.000000	0.000000
semimcfraeke	120	24.000000	0.000000
semimcfraeke	121	24.000000	0.000000
semimcfraeke	122	24.000000	0.000000
semimcfraeke	123	24.000000	0.000000
semimcfraeke	124	24.000000	0.000000
semimcfraeke	125	24.000000	0.000000
semimcfraeke	126	24.000000	0.000000
semimcfraeke	127	24.000000	0.000000
semimcfraeke	128	24.000000	0.000000
semimcfraeke	129	24.000000	0.000000
semimcfraeke	130	24.000000	0.000000
semimcfraeke	131	24.000000	0.000000
semimcfraeke	132	24.000000	0.000000
semimcfraeke	133	24.000000	0.000000
semimcfraeke	134	24.000000	0.000000
